Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
32136,Text,25/04/2010,A Treatise on Relics,en,"Calvin, Jean, 1509-1564; Krasinski, Valerian, Count, 1780?-1855 [Translator]",Relics; Reliquaries,BX,
32157,Text,28/04/2010,"Priests, Women, and Families",en,"Michelet, Jules, 1798-1874",Women and religion; Catholic Church -- Controversial literature; Catholic Church -- Doctrines; Families; Catholic Church -- Clergy; Celibacy -- Catholic Church,BX,
32165,Text,28/04/2010,"Venerable Philippine Duchesne
A Brief Sketch of the Life and Work of the Foundress of the Society of the Sacred Heart in America",en,G. E. M.,"Duchesne, Philippine, Saint, 1769-1852",BX,
32176,Text,29/04/2010,Witch Stories,en,"Linton, E. Lynn (Elizabeth Lynn), 1822-1898",Witchcraft -- England; Witchcraft -- Scotland; Witchcraft -- Great Britain,BF,
32242,Text,03/05/2010,A Wonder Book for Girls & Boys,en,"Hawthorne, Nathaniel, 1804-1864; Crane, Walter, 1845-1915 [Illustrator]","Mythology, Greek; Mythology, Greek -- Juvenile literature",BL; PZ,
32259,Text,05/05/2010,Modest Remarks upon the Bishop of London's Letter Concerning the Late Earthquakes,en,Anonymous,"Sherlock, Thomas, 1678-1761",BX,
32278,Text,07/05/2010,Seven Graded Sunday Schools: A Series of Practical Papers,en,"Hurlbut, Jesse Lyman, 1843-1930 [Editor]",Sunday schools; Christian education -- Teacher training,BV,
32326,Text,10/05/2010,Tales of Troy and Greece,en,"Lang, Andrew, 1844-1912; Ford, H. J. (Henry Justice), 1860-1941 [Illustrator]","Mythology, Greek; Trojan War -- Literature and the war; Troy (Extinct city) -- Legends",BL,
32355,Text,12/05/2010,"With the Children on Sundays
Through Eye-Gate and Ear-Gate into the City of Child-Soul",en,"Stall, Sylvanus, 1847-1915; Burd, C. M. (Clara Miller), 1873-1933 [Illustrator]",Moral education; Children's sermons; Children -- Religious life,BV,
32421,Text,19/05/2010,A Man of the World,en,"Call, Annie Payson, 1853-1940",Conduct of life,BJ,
32438,Text,19/05/2010,The Book of Courage,en,"Faris, John T. (John Thomson), 1871-1949",Conduct of life; Courage,BJ,
32441,Text,19/05/2010,Il colore del tempo,it,"De Roberto, Federico, 1861-1927",Philosophy,B,IT Filosofia
32451,Text,20/05/2010,Women of Early Christianity,en,"Brittain, Alfred; Carroll, Mitchell, 1870-1925; Ayer, Joseph Cullen, 1866-1944 [Author of introduction, etc.]","Women -- Biography; Christian biography; Women -- History -- Middle Ages, 500-1500; Women in Christianity -- History -- Early church, ca. 30-600",BR; HQ,
32483,Text,22/05/2010,"Sketches of Church History, from A.D. 33 to the Reformation",en,"Robertson, James Craigie, 1813-1882","Church history -- Primitive and early church, ca. 30-600; Church history -- Middle Ages, 600-1500",BR,
32547,Text,26/05/2010,Essays in Radical Empiricism,en,"James, William, 1842-1910; Perry, Ralph Barton, 1876-1957 [Editor]",Pragmatism; Experience,B,Philosophy
32549,Text,27/05/2010,"Declaration of Faith, in Latin and the Original Greek",la; el,"Athanasius, Saint, Patriarch of Alexandria, -373","Theology, Doctrinal -- Early works to 1800",BT,
32578,Text,31/05/2010,Religious Perplexities,en,"Jacks, L. P. (Lawrence Pearsall), 1860-1955","Apologetics; Psychology, Religious",BR,
32625,Text,31/05/2010,A Treatise on Probability,en,"Keynes, John Maynard, 1883-1946",Probabilities,BC,Mathematics
32669,Text,03/06/2010,"The Story of John Wesley, Told to Boys and Girls",en,"Kirlew, Marianne","Wesley, John, 1703-1791 -- Juvenile literature",BX,
32673,Text,03/06/2010,St. Paul's Epistle to the Romans: A Practical Exposition. Vol. I,en,"Gore, Charles, 1853-1932",Bible. Romans -- Commentaries,BS,
32674,Text,03/06/2010,St. Paul's Epistle to the Romans: A Practical Exposition. Vol. II,en,"Gore, Charles, 1853-1932",Bible. Romans -- Commentaries,BS,
32701,Text,05/06/2010,Kant's Theory of Knowledge,en,"Prichard, H. A. (Harold Arthur), 1871-1947","Knowledge, Theory of; Kant, Immanuel, 1724-1804",B,
32703,Text,05/06/2010,The Making of a Country Parish: A Story,en,"Mills, Harlow S. (Harlow Spencer), 1846-",Rural churches; Rural clergy,BV; HT,
32722,Text,06/06/2010,"Jewish Theology, Systematically and Historically Considered",en,"Kohler, Kaufmann, 1843-1926",Judaism -- Doctrines,BM,
32736,Text,07/06/2010,The Bible Story,en,"Hall, Newton Marshall, 1865-1926; Wood, Irving Francis, 1861-1934","Bible stories, English",BS,
32756,Text,09/06/2010,Some Essentials of Religion,en,"Bidwell, Edward John, 1866-1941 [Contributor]; Cody, John Henry, 1868- [Contributor]; Doull, Alexander John, 1870-1937 [Contributor]; Little, Henry M. [Contributor]; Owen, Derwyn Trevor, 1876-1947 [Contributor]; Roper, John Charles, 1858-1940 [Contributor]; Smyth, J. Paterson (John Paterson), 1852-1932 [Contributor]",Religion; Apologetics; Christianity,BR,
32830,Text,16/06/2010,The State of the Blessed Dead,en,"Alford, Henry, 1810-1871",Eschatology; Future life,BT,
32841,Text,16/06/2010,The Laird o' Coul's Ghost,en,"Ogilvie, William, 1689?-1729",Ghosts,BF,
32844,Text,16/06/2010,The Religious Life of London,en,"Ritchie, J. Ewing (James Ewing), 1820-1898",Religious thought -- England -- London; London (England) -- Religion,BR; DA,
32868,Text,18/06/2010,A Biblia da Humanidade,pt,"Quental, Antero de, 1842-1891",Religion,BL,
32883,Text,18/06/2010,"Fresh Light from the Ancient Monuments
A Sketch of the Most Striking Confirmations of the Bible, From Recent Discoveries in Egypt, Palestine, Assyria, Babylonia, Asia Minor",en,"Sayce, A. H. (Archibald Henry), 1845-1933","Bible -- Evidences, authority, etc.; Bible -- Antiquities; Cuneiform inscriptions",BS,
32968,Text,24/06/2010,The Expositor's Bible: The Epistle to the Hebrews,en,"Edwards, Thomas Charles, 1837-1900; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]","Bible. Hebrews -- Criticism, interpretation, etc.",BS,
33014,Text,28/06/2010,To The Work! To The Work! Exhortations to Christians,en,"Moody, Dwight Lyman, 1837-1899","Sermons, American; Evangelistic work; Witness bearing (Christianity)",BV,
33015,Text,28/06/2010,"The Overcoming Life, and Other Sermons",en,"Moody, Dwight Lyman, 1837-1899","Sermons, American; Evangelistic sermons; Evangelistic work",BV,
33024,Text,29/06/2010,"Moody's Stories: Being a Second Volume of Anecdotes, Incidents, and Illustrations",en,"Moody, Dwight Lyman, 1837-1899",Homiletical illustrations,BV,
33032,Text,30/06/2010,Les bases de la morale évolutionniste,fr,"Spencer, Herbert, 1820-1903",Ethics,B,"FR Philosophie, Religion et Morale"
33049,Text,02/07/2010,The Origin of the World According to Revelation and Science,en,"Dawson, John William, Sir, 1820-1899",Religion and science; Bible and science,BL,
33073,Text,04/07/2010,The Arm Chair,en,Unknown,Society of Friends -- Poetry,BX; PS,
33076,Text,04/07/2010,"Applied Psychology: Driving Power of Thought
Being the Third in a Series of Twelve Volumes on the Applications of Psychology to the Problems of Personal and Business Efficiency",en,"Hilton, Warren, 1874-1958","Psychology, Applied; Employees -- Recruiting",BF,
33128,Text,11/07/2010,"A Collection of Gospel Hymns in Ojibway and English
Printed for International and Colportage Mission of Algoma and the North-west",en; nai,Anonymous,"Hymns, English; Ojibwa language -- Texts; Hymns, Ojibwa",BV,Music
33151,Text,13/07/2010,"The Expositor's Bible: The Gospel of St. John, Vol. I",en,"Dods, Marcus, 1834-1909; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]","Bible. John; Bible. John -- Criticism, interpretation, etc.",BS,
33180,Text,15/07/2010,Book of Hymns for Public and Private Devotion,en,"Johnson, Samuel, 1822-1882 [Compiler]; Longfellow, Samuel, 1819-1892 [Compiler]","Hymns, English; Unitarian Universalist churches -- Hymns",BV,
33186,Text,16/07/2010,"Bhagavadgita — Des Erhabenen Sang
Religiöse Stimmen der Völker: Die Religion des alten Indien II",de,"Schroeder, Leopold von, 1851-1920 [Translator]",Epic poetry; Hinduism -- Sacred books; Sanskrit poetry -- Translations into German,BL; PK,DE Sachbuch
33188,Text,17/07/2010,Lessons on Manners for School and Home Use,en,"Wiggin, Edith E.",Etiquette,BJ,
33194,Text,18/07/2010,The Warfare of the Soul: Practical Studies in the Life of Temptation,en,"Hughson, Shirley Carter, 1867-1949",Temptation,BT,
33214,Text,21/07/2010,"The White Queen of Okoyong: A True Story of Adventure, Heroism and Faith",en,"Livingstone, W. P. (William Pringle), 1864-1950","Women missionaries -- Biography; Slessor, Mary Mitchell, 1848-1915; Missionaries -- Nigeria -- Biography",BV,
33223,Text,22/07/2010,The Illustrated Self-Instructor in Phrenology and Physiology,en,"Fowler, L. N. (Lorenzo Niles), 1811-1896; Fowler, O. S. (Orson Squire), 1809-1887",Phrenology,BF,
33227,Text,22/07/2010,"La fee triunfante en quatro autos
Celebrados en Mallorca por el Santo Oficio de la Inquisición en que han salido ochenta y ocho reos, y de treinta y siete relajados sólo hubo tres pertinaces.",es,"Garau, Francisco, 1640-1701",Inquisition -- Spain -- Majorca,BX,
33237,Text,23/07/2010,"The Call of the World; or, Every Man's Supreme Opportunity",en,"Doughty, William E. (William Ellison), 1873-",Missions; Missionary Education Movement of the United States and Canada; Laymen's missionary movement of the United States and Canada,BV,
33245,Text,24/07/2010,Sermão contra o Filosofismo do Seculo XIX,pt,"Macedo, José Agostinho de, 1761-1831","Sermons, Portuguese",BX,
33247,Text,24/07/2010,The Spirit-Filled Life,en,"MacNeil, John; Murray, Andrew, 1828-1917 [Author of introduction, etc.]",Christian life; Salvation,BV,
33260,Text,26/07/2010,"Custom and Myth
New Edition",en,"Lang, Andrew, 1844-1912",Religion; Folklore; Mythology; Manners and customs,BL,
33288,Text,29/07/2010,"The Expositor's Bible: The Gospel of St. John, Vol. II",en,"Dods, Marcus, 1834-1909; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]","Bible. John; Bible. John -- Criticism, interpretation, etc.",BS,
33290,Text,30/07/2010,The Door of Heaven: A Manual for Holy Communion,en,"Burgett, Arthur Edward, 1869-1942",Anglican Communion -- Prayers and devotions; Anglican Communion -- Liturgy; Eucharistic prayers -- Anglican Communion,BV,
33296,Text,30/07/2010,Five Young Men: Messages of Yesterday for the Young Men of To-day,en,"Brown, Charles Reynolds, 1862-1950",Men in the Bible,BS,
33340,Text,03/08/2010,Weighed and Wanting: Addresses on the Ten Commandments,en,"Moody, Dwight Lyman, 1837-1899","Sermons, American; Ten commandments -- Sermons",BV,
33341,Text,03/08/2010,"Secret Power; or, The Secret of Success in Christian Life and Work",en,"Moody, Dwight Lyman, 1837-1899",Christian life; Holy Spirit; Baptism in the Holy Spirit,BT,
33349,Text,04/08/2010,The Shepherd Psalm: A Meditation,en,"Evans, William, 1870-1950","Bible. Psalms, XXIII -- Meditations",BS,
33396,Text,10/08/2010,Ο Βίος του Χριστού,el,"Farrar, F. W. (Frederic William), 1831-1903; Papadiamantes, Alexandros, 1851-1911 [Translator]",Jesus Christ -- Biography,BT,
33411,Text,12/08/2010,A Critical History of Greek Philosophy,en,"Stace, W. T. (Walter Terence), 1886-1967","Philosophy, Ancient",B,
33420,Text,13/08/2010,The Expositor's Bible: The Book of Exodus,en,"Chadwick, G. A. (George Alexander), 1840-1923; Nicoll, W. Robertson (William Robertson), Sir, 1851-1923 [Editor]",Bible. Exodus -- Commentaries,BS,
33436,Text,15/08/2010,"The Irish Ecclesiastical Record, Volume 1, December 1864",en,,Catholic Church -- Periodicals; Catholic Church -- Ireland -- Periodicals,BX,The Irish Ecclesiastical Record
33448,Text,16/08/2010,Saint Bonaventure: The Seraphic Doctor Minister-General of the Franciscan Order,en,"Costelloe, Laurence","Bonaventure, Saint, Cardinal, approximately 1217-1274",BX,
33492,Text,22/08/2010,The Christian Use of the Psalter,en,"Whitham, A. R. (Arthur Richard), 1863-1930","Bible. Psalms -- Criticism, interpretation, etc.",BV,
33506,Text,23/08/2010,The Death-Blow to Spiritualism: Being the True Story of the Fox Sisters,en,"Davenport, Reuben Briggs, -1932","Spiritualism; Fox, Margaret, 1833-1893; Jencken, Catherine Fox, 1836-1892; Mediums -- New York (State) -- Rochester",BF,
33515,Text,23/08/2010,Misread Passages of Scriptures,en,"Brown, James Baldwin, 1820-1884","Sermons, English; Bible -- Criticism, interpretation, etc.; Congregational churches -- Sermons",BS,
33520,Text,23/08/2010,"Wondrous Love, and other Gospel addresses",en,"Moody, Dwight Lyman, 1837-1899","Sermons, American -- 19th century",BV,
33524,Text,24/08/2010,"The Belief in Immortality and the Worship of the Dead, Volume 2 (of 3)
The Belief Among the Polynesians",en,"Frazer, James George, 1854-1941",Immortality -- Comparative studies; Ancestor worship -- Oceania; Funeral rites and ceremonies -- Oceania; Burial; Oceania -- Religion; Oceania -- Social life and customs.,BL,
33587,Text,30/08/2010,Six Thousand Country Churches,en,"Gill, Charles Otis, 1868-1937?; Pinchot, Gifford, 1865-1946","Sociology, Rural; Rural churches -- Ohio; Social surveys -- Ohio",BV,
33596,Text,31/08/2010,"Mary, Help of Christians, and the Fourteen Saints Invoked as Holy Helpers
Instructions, Novenas and Prayers with Thoughts of the Saints for Every Day in the Year; To Which is Added an Appendix on the Reasonableness of Catholic Ceremonies and Practices",en,"Hammer, Bonaventure, 1842-1917 [Compiler]; Burke, John J. (John James), 1857-1945 [Contributor]","Christian saints -- Cult; Mary, Blessed Virgin, Saint -- Prayers and devotions; Catholic Church -- Prayers and devotions; Christian saints -- Prayers and devotions; Catholic Church -- Customs and practices; Sacraments -- Catholic Church; Sacramentals",BX,
33649,Text,05/09/2010,Thoughts and Counsels of the Saints for Every Day of the Year,en,"Hammer, Bonaventure, 1842-1917 [Compiler]",Devotional calendars; Christian saints -- Quotations,BV,
33671,Text,08/09/2010,"Mary, the Help of Christians
Novenas in Preparation for the Principal Feasts of the Blessed Virgin",en,"Hammer, Bonaventure, 1842-1917","Christian saints -- Cult; Mary, Blessed Virgin, Saint -- Prayers and devotions; Catholic Church -- Prayers and devotions; Christian saints -- Prayers and devotions",BX,
33672,Text,08/09/2010,The Essential Faith of the Universal Church; Deduced from the Sacred Records,en,"Martineau, Harriet, 1802-1876",Unitarianism; Unitarian churches -- Doctrinal and controversial works,BX,
33676,Text,09/09/2010,General Catholic Devotions,en,"Hammer, Bonaventure, 1842-1917 [Compiler]",Catholic Church -- Prayers and devotions,BV,
33677,Text,09/09/2010,The Sources of Religious Insight,en,"Royce, Josiah, 1855-1916",Religion -- Philosophy,BL,
33678,Text,09/09/2010,Reasonableness of Catholic Ceremonies and Practices,en,"Burke, John J. (John James), 1857-1945",Catholic Church -- Customs and practices; Sacraments -- Catholic Church; Sacramentals,BX,
33701,Text,10/09/2010,Fraternal Charity,en,"Valuy, Benôit, 1808-1869",Conduct of life; Meditations; Spiritual life -- Catholic Church; Charity,BX,
33708,Text,12/09/2010,"The Irish Ecclesiastical Record, Volume 1, August 1865",en,,Catholic Church -- Periodicals; Catholic Church -- Ireland -- Periodicals,BX,The Irish Ecclesiastical Record
33716,Text,13/09/2010,"Manners and Rules of Good Society; Or, Solecisms to be Avoided",en,Anonymous,"Etiquette -- Great Britain -- Handbooks, manuals, etc.",BJ,
33727,Text,14/09/2010,Creative Intelligence: Essays in the Pragmatic Attitude,en,"Bode, Boyd Henry, 1873-1953; Brown, Harold Chapman, 1879-1943; Dewey, John, 1859-1952; Kallen, Horace Meyer, 1882-1974; Mead, George H.; Moore, Addison Webster, 1866-1930; Stuart, Henry Waldgrave, 1870-1951; Tufts, James Hayden, 1862-1942",Philosophy; Pragmatism,B,
33737,Text,16/09/2010,"The Curtezan unmasked; or, The Whoredomes of Jezebel Painted to the Life
With Antidotes against them, or Heavenly Julips to cool Men in the Fever of Lust.",en,Anonymous,"Conduct of life; Bible. Proverbs, III, 3-4 -- Commentaries -- Early works to 1800; Lust",BS,
33742,Text,17/09/2010,Dialogues on the Supersensual Life,en,"Böhme, Jakob, 1575-1624; Holland, Bernard [Editor]; Law, William, 1686-1761 [Translator]",Christian life; Mysticism,BV,
33765,Text,19/09/2010,"The Church of England cleared from the charge of Schism
Upon Testimonies of Councils and Fathers of the first six centuries",en,"Allies, T. W. (Thomas William), 1813-1903",Continuity of the church -- Anglican Communion; Papacy -- History -- To 1309; Episcopacy -- History of Doctrines,BX,
33791,Text,21/09/2010,"Rättigheter och Skyldigheter gentemot Statskyrkan
En hjälpreda för svenska medborgare",sv,"Stjernstedt, Georg, 1876-1963",Church and state -- Sweden,BX; DL,
33815,Text,27/09/2010,"The Wisdom of Confucius
with Critical and Biographical Sketches",en,"Confucius, 551 BCE-479 BCE; Wilson, Epiphanius, 1845-1916 [Contributor]; Jennings, William, 1847-1927 [Translator]","Ethics -- China; Philosophy, Chinese",B; PL,
33825,Text,01/10/2010,An Atheist Manifesto,en,"Lewis, Joseph, 1889-1968",Atheism,BL,
33836,Text,03/10/2010,"The New Conspiracy Against the Jesuits Detected and Briefly Exposed
with a short account of their institute; and observations on the danger of systems of education independent of religion",en,"Dallas, Robert Charles, 1754-1824",Jesuits -- Controversial Literature; Jesuits -- History,BX,
