Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
30085,Text,25/09/2009,"Life of Henry Martyn, Missionary to India and Persia, 1781 to 1812",en,"Rhea, Sarah J.","Martyn, Henry, 1781-1812; Missionaries -- India -- Biography; Missionaries -- Iran -- Biography",BV,
30102,Text,26/09/2009,"Hethadenee waunauyaunee vadan Luke vanenana
The Gospel According to Saint Luke",arp,"Roberts, John [Translator]; White Hawk, Michael [Translator]",Arapaho language -- Texts,BS,Native America
30119,Text,28/09/2009,The Calvinistic Doctrine of Predestination Examined and Refuted,en,"Hodgson, F. (Francis), 1805-1877",Predestination; Calvinism -- Controversial literature; Methodist Episcopal Church -- Controversial literature,BT,
30126,Text,28/09/2009,"The Church, the Schools and Evolution",en,"Conant, J. E. (Judson Eber), 1867-1955",Religion and science; Evolution,BL,
30132,Text,29/09/2009,The Canon of the Bible,en,"Davidson, Samuel, 1806-1898",Bible -- Canon,BS,
30134,Text,29/09/2009,Elementary Theosophy,en,"Rogers, L. W. (Louis William), 1859-1953",Theosophy,BP,
30136,Text,30/09/2009,A Short History of the Book of Common Prayer,en,"Huntington, William Reed, 1838-1909",Episcopal Church. Book of common prayer,BX,
30152,Text,01/10/2009,Narcissistic and Psychopathic Leaders,en,"Vaknin, Samuel, 1961-; Rangelovska, Lidija [Editor]",Narcissism,BF; RC,
30153,Text,01/10/2009,"Abuse, Torture, and Trauma and their Consequences and Effects",en,"Vaknin, Samuel, 1961-; Rangelovska, Lidija [Editor]",Narcissism,BF,
30154,Text,01/10/2009,Essays on God and Freud,en,"Vaknin, Samuel, 1961-; Rangelovska, Lidija [Editor]","Religion; God; Psychoanalysis; Freud, Sigmund, 1856-1939",BF; BL,
30158,Text,02/10/2009,"The American Missionary — Volume 39, No. 07, July, 1885",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
30160,Text,02/10/2009,"Christ, Christianity and the Bible",en,"Haldeman, Isaac Massey, 1845-1933",Jesus Christ -- Divinity; Christianity -- 20th century,BR,
30173,Text,04/10/2009,Saint Ursula: I. The Story of St. Ursula. II. The Dream of St. Ursula.,en,"Ruskin, John, 1819-1900","Ursula, Saint; Carpaccio, Vittore, 1455?-1525? Dream of Saint Ursula",BX,
30194,Text,07/10/2009,Landmarks in the History of Early Christianity,en,"Lake, Kirsopp, 1872-1946","Church history -- Primitive and early church, ca. 30-600",BR,
30200,Text,06/10/2009,"Ancient and Modern Celebrated Freethinkers
Reprinted From an English Work, Entitled ""Half-Hours With The Freethinkers.""",en,"Bradlaugh, Charles, 1833-1891; Collins, Anthony, pseud.; Watts, John",Rationalists -- Biography,BL,
30202,Text,06/10/2009,Flowers of Freethought (First Series),en,"Foote, G. W. (George William), 1850-1915",Free thought,BL,
30203,Text,06/10/2009,Flowers of Freethought (Second Series),en,"Foote, G. W. (George William), 1850-1915",Free thought,BL,
30204,Text,06/10/2009,Arrows of Freethought,en,"Foote, G. W. (George William), 1850-1915",Free thought,BL,
30206,Text,06/10/2009,"Humanity's Gain from Unbelief
Reprinted from the ""North American Review"" of March, 1889",en,"Bradlaugh, Charles, 1833-1891",Free thought; Atheism,BL,
30207,Text,06/10/2009,"Men, Women, and Gods; and Other Lectures",en,"Gardener, Helen H. (Helen Hamilton), 1853-1925; Ingersoll, Robert Green, 1833-1899 [Commentator]",Free thought,BL,
30209,Text,06/10/2009,"Bible Romances, First Series",en,"Foote, G. W. (George William), 1850-1915",Free thought; Bible,BL,
30210,Text,06/10/2009,"Comic Bible Sketches, Reprinted from ""The Freethinker""",en,"Foote, G. W. (George William), 1850-1915",Free thought; Bible -- Caricatures and cartoons,BL,
30216,Text,08/10/2009,The Buddhist Catechism,en,"Olcott, Henry Steel, 1832-1907",Buddhism -- Catechisms,BQ,
30218,Text,09/10/2009,Joseph the Dreamer,en,"Steedman, Amy",Joseph (Son of Jacob) -- Juvenile literature; Bible stories -- Old Testament,BS,
30219,Text,01/12/2009,Monophysitism Past and Present: A Study in Christology,en,"Luce, A. A. (Arthur Aston), 1882-1977",Monophysites,BT,
30220,Text,02/12/2009,Evangelists of Art: Picture-Sermons for Children,en,"Patrick, James","Sermons, American; Children's sermons; Christian art and symbolism -- Juvenile literature",BV,
30239,Text,12/10/2009,The Babe in the Bulrushes,en,"Steedman, Amy",Bible stories -- Old Testament; Moses (Biblical leader) -- Juvenile literature,BS,
30241,Text,13/10/2009,The Person and Work of The Holy Spirit,en,"Torrey, R. A. (Reuben Archer), 1856-1928",Holy Spirit,BT,
30250,Text,13/10/2009,Five Stages of Greek Religion,en,"Murray, Gilbert, 1866-1957",Greece -- Religion,BL,
30252,Text,14/10/2009,The Four-Faced Visitors of Ezekiel,en,"Orton, Arthur W.","Bible. Ezekiel -- Criticism, interpretation, etc.",BS,Science Fiction
30256,Text,14/10/2009,The Heart of the New Thought,en,"Wilcox, Ella Wheeler, 1850-1919",New Thought,BF,
30306,Text,21/10/2009,Religion & Sex: Studies in the Pathology of Religious Development,en,"Cohen, Chapman, 1868-",Sex -- Religious aspects,BL,
30323,Text,24/10/2009,"The Book of Religions
Comprising the Views, Creeds, Sentiments, or Opinions, of All the Principal Religious Sects in the World, Particularly of All Christian Denominations in Europe and America, to Which are Added Church and Missionary Statistics, Together With Biographical Sketches",en,"Hayward, John, 1781-1869",Religions; Sects; Christian biography,BR,
30362,Text,30/10/2009,"Paul Gerhardt's Spiritual Songs
Translated by John Kelly",en,"Gerhardt, Paul, 1607-1676; Kelly, John, 1833-1890 [Translator]","Hymns, German -- Translations into English; Hymns, English",BV,
30370,Text,30/10/2009,"Favourite Welsh Hymns
Translated into English",en,"Morris, Joseph, of Narbeth, Pembrokeshire [Translator]","Hymns, Welsh -- Translations into English",BV,
30389,Text,01/11/2009,The Prayers of St. Paul,en,"Thomas, W. H. Griffith (William Henry Griffith), 1861-1924",Bible. Epistles of Paul -- Prayers,BS,
30403,Text,04/11/2009,"Hydesville
The Story of the Rochester Knockings, Which Proclaimed the Advent of Modern Spiritualism",en,"Todd, Thomas Olman",Spiritualism,BF,
30409,Text,06/11/2009,"A Short Essay Toward the Improvement of Psalmody
Or, An Enquiry How the Psalms of David Ought to Be Translated into Christian Songs, and How Lawful and Necessary It Is to Compose Other Hymns According to the Clearer Revelations of the Gospel, for the Use of the Christian Church.",en,"Watts, Isaac, 1674-1748",Psalmody,BV; ML,
30410,Text,06/11/2009,"Christology of the Old Testament: And a Commentary on the Messianic Predictions, Vol. 1",en,"Hengstenberg, Ernst Wilhelm, 1802-1869; Meyer, Theodore [Translator]",Messiah -- Prophecies; Bible. Old Testament -- Prophecies,BT,
30440,Text,09/11/2009,Byways of Ghost-Land,en,"O'Donnell, Elliott, 1872-1965",Ghost stories; Ghosts,BF,
30449,Text,10/11/2009,The Way to God and How to Find It,en,"Moody, Dwight Lyman, 1837-1899","Sermons, American; Evangelistic sermons",BV,
30459,Text,12/11/2009,"The American Missionary — Volume 39, No. 03, March, 1885",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
30462,Text,13/11/2009,"O Oraculo do Passado, do presente e do Futuro (3/7)
Parte Terceira: O oraculo dos Segredos",pt,"Serrano, Bento",Divination,BF,
30489,Text,17/11/2009,"Phrenological Development of Robert Burns
From a Cast of His Skull Moulded at Dumfries, the 31st Day of March 1834",en,"Combe, George, 1788-1858","Burns, Robert, 1759-1796; Phrenology",BF; PR,
30499,Text,19/11/2009,History of Free Thought in Reference to The Christian Religion,en,"Farrar, Adam Storey, 1826-1905",Free thought -- History,BL,
30531,Text,23/11/2009,"A Vindication of the Seventh-Day Sabbath and the Commandments of God
With a Further History of God's Peculiar People from 1847-1848",en,"Bates, Joseph, 1792-1872",Sabbath; Seventh-Day Adventists -- Doctrinal and controversial works,BV,
30545,Text,25/11/2009,"The A, B, C. With the Church of England Catechism",en,Unknown,"Church of England -- Catechisms -- Early works to 1800; Catechisms, English -- Early works to 1800; Readers (Primary) -- Early works to 1800; English language -- Alphabet -- Juvenile literature -- Early works to 1800",BX,
30556,Text,28/11/2009,Sleep Walking and Moon Walking: A Medico-Literary Study,en,"Sadger, J., 1867-1942; Brink, Louise, 1876- [Translator]",Psychoanalysis; Sleepwalking,BF,
30561,Text,29/11/2009,"His Last Week
The Story of the Passion and Resurrection of Jesus in the Words of the Four Gospels",en,"Barton, William E. (William Eleazar), 1861-1930; Soares, Theodore Gerald, 1869-; Strong, Sydney, 1860-1938",Jesus Christ -- Passion -- Texts,BT,
30573,Text,01/12/2009,Why I Preach the Second Coming,en,"Haldeman, Isaac Massey, 1845-1933",Second Advent,BT,
30579,Text,02/12/2009,The Shepherd Of My Soul,en,"Callan, Charles J. (Charles Jerome), 1877-1962",Bible. Psalms XXIII -- Commentaries,BS,
30601,Text,04/12/2009,"How to Analyze People on Sight
Through the Science of Human Analysis: The Five Human Types",en,"Benedict, Elsie Lincoln; Benedict, Ralph Paine",Characters and characteristics,BF,
30608,Text,05/12/2009,Christology of the Old Testament: And a Commentary on the Messianic Predictions. Vol. 2,en,"Hengstenberg, Ernst Wilhelm, 1802-1869; Meyer, Theodore [Translator]",Messiah -- Prophecies; Bible. Old Testament -- Prophecies,BT,
30609,Text,06/12/2009,"The Message and the Man:
Some Essentials of Effective Preaching",en,"Jackson, J. Dodd (James Dodd), 1861-1918",Preaching,BV,
30619,Text,07/12/2009,"Epistle Sermons, Vol. 3: Trinity Sunday to Advent",en,"Luther, Martin, 1483-1546; Lenker, John Nicholas, 1858-1929 [Translator]",Sermons; Bible. Epistles -- Commentaries,BR,
30645,Text,10/12/2009,"Stories of Boys and Girls Who Loved the Saviour
A Token for Children",en,"Janeway, James, 1636?-1674; Wesley, John, 1703-1791 [Editor]",Children -- Religious life -- Juvenile literature; Christian life -- Juvenile literature,BV,
30657,Text,12/12/2009,"Sovereign Grace: Its Source, Its Nature and Its Effects",en,"Moody, Dwight Lyman, 1837-1899","Grace (Theology) -- Sermons; Sermons, American -- 19th century",BT,
30675,Text,14/12/2009,"Presbyterian Worship: Its Spirit, Method and History",en,"Johnston, Robert",Presbyterian Church -- Liturgy -- History; Public worship -- Presbyterian Church -- History,BV; BX,
30709,Text,19/12/2009,God and the World: A Survey of Thought,en,"Robinson, Arthur William, 1856-1928",Religion and science; Religion -- Philosophy,BL,
30718,Text,20/12/2009,An Outline of Occult Science,en,"Steiner, Rudolf, 1861-1925",Occultism; Anthroposophy; Theosophy,BF; BP,
30740,Text,22/12/2009,Men of the Bible,en,"Moody, Dwight Lyman, 1837-1899",Bible -- Biography,BS,
30750,Text,24/12/2009,The Sex Worship and Symbolism of Primitive Races: An Interpretation,en,"Brown, Sanger, 1884-1968; Leuba, James H. (James Henry), 1868-1946 [Contributor]",Sex -- Religious aspects; Symbolism; Phallicism,BL,
30768,Text,26/12/2009,Sowing and Reaping,en,"Moody, Dwight Lyman, 1837-1899",Christian life,BV,
30769,Text,27/12/2009,"The Baptist Magazine, Vol. 27, January, 1835",en,"Various; Wightman, George [Editor]",Baptists -- Periodicals,BX,The Baptist Magazine
30799,Text,29/12/2009,The Gnôsis of the Light,en,"Lamplugh, F.",Gnosticism,BT,
30809,Text,30/12/2009,Aunt Charlotte's Stories of Greek History,en,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901","Mythology, Greek -- Juvenile literature; Greece -- History -- Juvenile literature",BL; DF,
30821,Text,31/12/2009,Beantwortung der Frage: Was ist Aufklärung?,de,"Kant, Immanuel, 1724-1804","Philosophy, Modern -- 18th century; Enlightenment",B,DE Sachbuch
30839,Text,03/01/2010,"La strega, ovvero, degli inganni de' demoni: dialogo",it,"Pico della Mirandola, Giovanni Francesco, 1470-1533; Turini, Turino [Translator]",Magic; Demonology; Witchcraft,BF,IT Religione e Spiritualità
30843,Text,04/01/2010,Massenpsychologie und Ich-Analyse,de,"Freud, Sigmund, 1856-1939",Social psychology; Psychoanalysis; Ego (Psychology),BF,DE Sachbuch
30857,Text,04/01/2010,"O Oraculo do Passado, do presente e do Futuro (5/7)
Parte Quinta: O oraculo das Sinas",pt,"Serrano, Bento",Divination,BF,
30866,Text,06/01/2010,Analysis of Mr. Mill's System of Logic,en,"Stebbing, W. (William), 1832-1926","Mill, John Stuart, 1806-1873; Logic, Modern -- 19th century",B,Philosophy
30876,Text,06/01/2010,Eternal Life,en,"Drummond, Henry, 1851-1897",Immortality; Future life,BT,
30878,Text,06/01/2010,"Il re dei re, vol. 1
Convoglio diretto nell'XI secolo",it,"Petruccelli della Gattina, Ferdinando, 1816-1890","Gregory VII, Pope, approximately 1015-1085; Church history -- 11th century; Papacy -- History -- To 1309",BX,IT Romanzi
30879,Text,06/01/2010,"The Life of Blessed John B. Marie Vianney, Curé of Ars
With a Novena and Litany to this Zealous Worker in the Vineyard of the Lord",en,Anonymous,"Vianney, Jean-Baptiste-Marie, Saint, 1786-1859",BX,
30880,Text,07/01/2010,Pope Adrian IV: An Historical Sketch,en,"Raby, Richard","Adrian IV, Pope, -1159",BX,
30882,Text,07/01/2010,God and Mr. Wells: A Critical Examination of 'God the Invisible King',en,"Archer, William, 1856-1924","Wells, H. G. (Herbert George), 1866-1946. God the invisible king",BT,
30886,Text,07/01/2010,Vampyrismus,de,"Swieten, Gerard, Freiherr van, 1700-1772",Vampires,BF,DE Sachbuch
30888,Text,07/01/2010,The American Church Dictionary and Cyclopedia,en,"Miller, William James, 1850-",Episcopal Church -- Dictionaries; Theology -- Dictionaries,BX,
30899,Text,09/01/2010,The Man Who Did Not Die: The Story of Elijah,en,"Willard, James Hartwell, 1847-",Elijah -- (Biblical prophet) -- Juvenile literature; Bible -- Juvenile literature,BS,
30900,Text,09/01/2010,The Tyranny of God,en,"Lewis, Joseph, 1889-1968",Free thought; Rationalism; Atheism,BL,
30908,Text,09/01/2010,The Bible in its Making: The most Wonderful Book in the World,en,"Duff, Mildred, 1860-1932; Hope, Noel",Bible -- Inspiration; Bible -- History; Bible -- Authorship,BS,
30909,Text,09/01/2010,The Church: Her Books and Her Sacraments,en,"Holmes, E. E. (Ernest Edward), 1854-1931",Church of England; Sacraments -- Church of England,BX,
30930,Text,11/01/2010,L'idée de Dieu dans la philosophie religieuse de la Chine,fr,"Rosny, Lucien de, 1810-1871","God; China -- Religion; Philosophy, Chinese",BL,"FR Philosophie, Religion et Morale"
30995,Text,16/01/2010,"Indian Methodist Hymn-book
Hymns Used on the Fraser River Indian Mission, of the Methodist Church, B. C. Conference, to Which Are Appended Hymns in Chinook, and the Lord's Prayer and Ten Commandments",en,"Barraclough, Wm. H. (William H.), 1865-1926 [Translator]; Crosby, Thomas, 1840-1914 [Translator]; Tate, C. M. (Charles Montgomery) [Translator]",Hymns; Methodist Church (Canada),BV; PM,
30996,Text,16/01/2010,"Il re dei re, vol. 2
Convoglio diretto nell'XI secolo",it,"Petruccelli della Gattina, Ferdinando, 1816-1890","Gregory VII, Pope, approximately 1015-1085; Church history -- 11th century; Papacy -- History -- To 1309",BX,IT Romanzi
31018,Text,19/01/2010,A Farmer's Wife: The Story of Ruth,en,"Willard, James Hartwell, 1847-",Bible stories -- Old Testament; Bible. Old Testament -- Biography -- Juvenile literature; Ruth (Biblical figure) -- Juvenile literature,BS,
31070,Text,25/01/2010,"Philosophie de la Liberté (Tome I)
Cours de philosophie morale",fr,"Secrétan, Charles, 1815-1895",Liberty -- Philosophy,B,"FR Philosophie, Religion et Morale"
31090,Text,26/01/2010,"Inspiration and Interpretation
Seven Sermons Preached Before the University of Oxford",en,"Burgon, John William, 1813-1888","Bible -- Inspiration; Sermons, English; Bible -- Criticism, interpretation, etc.",BR,
31121,Text,29/01/2010,A Calendar of Scottish Saints,en,"Barrett, Michael, 1848-",Saints -- Scotland; Scotland -- Church history -- Biography,BX,
31142,Text,31/01/2010,"On the Nature of Thought
Or, The act of thinking and its connexion with a perspicuous sentence",en,"Haslam, John, 1764-1844",Thought and thinking,BF,
31143,Text,31/01/2010,Talkers: With Illustrations,en,"Bate, John",Conversation,BJ,
31157,Text,02/02/2010,"Hymns from the Greek Office Books
Together with Centos and Suggestions",en,"Brownlie, John, 1857-1925","Hymns, Greek -- Translations into English; Orthodox Eastern Church -- Hymns",BV,
31165,Text,03/02/2010,The Church Handy Dictionary,en,Anonymous,Theology -- Dictionaries; Church of England -- Dictionaries,BR,
31169,Text,03/02/2010,"The American Missionary — Volume 39, No. 08, August, 1885",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,The American Missionary
31177,Text,03/02/2010,"Ritual Conformity
Interpretations of the Rubrics of the Prayer-Book Agreed Upon by a Conference Held at All Saints, Margaret-street, 1880-1881",en,"Compton, Berdmore, 1820-1908 [Contributor]",Church of England. Book of common prayer; Church of England -- Liturgy -- Texts -- Rubrics; Ritualism -- History -- 19th century,BX,
31205,Text,07/02/2010,The Philosophy of Spinoza,en,"Spinoza, Benedictus de, 1632-1677; Ratner, Joseph, 1901- [Editor]",Philosophy,B,
31225,Text,14/02/2010,The Life and Times of Ulric Zwingli,en,"Hottinger, Johann Jakob, 1783-1860; Porter, Thomas C. (Thomas Conrad), 1822-1901 [Translator]","Zwingli, Ulrich, 1484-1531; Reformation -- Switzerland",BR,
31234,Text,09/02/2010,A History of the English Church in New Zealand,en,"Purchas, Henry Thomas, 1860-1921",Church of the Province of New Zealand -- History; New Zealand -- Church history,BX,New Zealand
31275,Text,14/02/2010,"Letters to Eugenia; Or, A Preservative Against Religious Prejudices",en,"Holbach, Paul Henri Thiry, baron d', 1723-1789; Middleton, Anthony C. [Translator]",Christianity -- Controversial literature,BL,
31311,Text,17/02/2010,"Vocations Explained: Matrimony, Virginity, the Religious State and the Priesthood",en,"Downing, Dennis J.","Vocation (in religious orders, congregations, etc.); Vocation, Ecclesiastical",BX,
31336,Text,21/02/2010,Rautakanki ja kuinka viimein kävi : tosikertomus,fi,"Tayler, Charles B. (Charles Benjamin), 1797-1875",Suffering -- Religious aspects -- Christianity,BV,
31340,Text,21/02/2010,The Colored Girl Beautiful,en,"Hackley, E. Azalia (Emma Azalia), 1867-1922",Conduct of life; Young women,BJ,
31341,Text,21/02/2010,"Apparitions; Or, The Mystery of Ghosts, Hobgoblins, and Haunted Houses Developed",en,"Taylor, Joseph, 1762?-1844",Ghosts; Apparitions,BF,
31350,Text,22/02/2010,"Bible Studies in the Life of Paul, Historical and Constructive",en,"Sell, Henry T. (Henry Thorne), 1854-1928","Paul, the Apostle, Saint",BS,
31354,Text,22/02/2010,Death,en,"Maeterlinck, Maurice, 1862-1949; Teixeira de Mattos, Alexander, 1865-1921 [Translator]",Death,BD,
31382,Text,25/02/2010,Psychology: A Study Of Mental Life,en,"Woodworth, Robert Sessions, 1869-1962",Psychology,BF,
31400,Text,25/02/2010,"Κριτίας, Ίππαρχος, Αντερασταί",el,"Plato, 427? BCE-347? BCE; Harokopos, Aristeidis, 1851- [Translator]; Konstantinidis, K. D. [Translator]",Philosophy; Good and evil,B,
31402,Text,25/02/2010,Ευθύδημος,el,"Plato, 427? BCE-347? BCE; Grypares, I. N. (Ioannes N.), 1870-1942 [Translator]; Harokopos, Aristeidis, 1851- [Translator]","Logic -- Early works to 1800; Socrates, 470 BC-399 BC; Philosophy, Ancient; Sophists (Greek philosophy)",B; PA,
31417,Text,27/02/2010,"Psychic Phenomena
A Brief Account of the Physical Manifestations Observed in Psychical Research",en,"Bennett, Edward T.; Lodge, Oliver, Sir, 1851-1940 [Author of introduction, etc.]",Parapsychology,BF,
31420,Text,27/02/2010,La Sorcière: The Witch of the Middle Ages,en,"Michelet, Jules, 1798-1874; Trotter, Lionel J. (Lionel James) [Translator]",Satanism -- History -- To 1500; Witchcraft -- History -- To 1500; Demonomania -- History -- To 1500; Superstition -- History -- To 1500,BF,
31427,Text,27/02/2010,"Miscellaneous Writings, 1883-1896",en,"Eddy, Mary Baker, 1821-1910",Christian Science,BX,Christianity
31430,Text,27/02/2010,"The Church of England Magazine - Volume 10, No. 263, January 9, 1841",en,Various,Church of England -- Periodicals; Church of Ireland -- Periodicals; United Church of England and Ireland -- Periodicals,BX,The Church of England Magazine
31436,Text,27/02/2010,Φίληβος,el,"Plato, 427? BCE-347? BCE; Zambas, Kyriakos, 1866- [Translator]",Pleasure -- Early works to 1800; Mind and body -- Early works to 1800,B; PA,
31490,Text,03/03/2010,"The Religion of Politics
A Sermon Delivered Before His Excellency John Davis, Governor, His Honor George Hull, Lieutenant Governor, The Honorable Council, And The Legislature Of Massachusetts, At The Annual Election, January 5, 1842.",en,"Gannett, Ezra S. (Ezra Stiles), 1801-1871",Election sermons -- Massachusetts,BV,
31511,Text,05/03/2010,A History of Witchcraft in England from 1558 to 1718,en,"Notestein, Wallace, 1878-1969",Witchcraft -- England -- History,BF,Witchcraft
31525,Text,06/03/2010,"James Gilmour of Mongolia: His diaries, letters, and reports",en,"Gilmour, James, 1843-1891; Lovett, Richard, 1851-1904 [Editor]","Gilmour, James, 1843-1891; Missions -- Mongolia",BV,
31560,Text,08/03/2010,Traum und Telepathie: Vortrag in der Wiener psychoanalytischen Vereinigung,de,"Freud, Sigmund, 1856-1939",Dreams,BF,DE Sachbuch
31603,Text,11/03/2010,Studies in Prophecy,en,"Gaebelein, Arno Clemens, 1861-1945",Bible -- Prophecies,BS,
31604,Text,12/03/2010,"Works of Martin Luther, with Introductions and Notes (Volume I)",en,"Luther, Martin, 1483-1546; Jacobs, Henry Eyster, 1844-1932 [Author of introduction, etc.]; Spaeth, Adolph, 1839-1910 [Contributor]",Lutheran Church -- Early works to 1800; Theology -- History -- 16th century -- Early works to 1800,BR,
31608,Text,12/03/2010,The Lords of the Ghostland: A History of the Ideal,en,"Saltus, Edgar, 1855-1921",Religions,BL,
31622,Text,13/03/2010,Optimism: An Essay,en,"Keller, Helen, 1880-1968",Optimism,BJ,
31647,Text,15/03/2010,Kept for the Master's Use,en,"Havergal, Frances Ridley, 1836-1879",Christian life; Devotional literature,BV,
31670,Text,17/03/2010,"A Discourse for the Time, delivered January 4, 1852 in the First Congregational Unitarian Church",en,"Furness, William Henry, 1802-1896","Bible. Romans XIV, 7 -- Sermons; Church and state -- Sermons",BV,
31688,Text,18/03/2010,What Shall I Be? A Chat With Young People,en,"Cassilly, Francis Bernard, 1860-1938","Vocation, Ecclesiastical; Catholic Church -- Clergy -- Appointment, call, and election",BX,
31717,Text,21/03/2010,The Witches of New York,en,"Doesticks, Q. K. Philander, 1831-1875",Fortune-telling -- New York (State) -- Humor,BF,
31740,Text,23/03/2010,"O Oraculo do Passado, do presente e do Futuro (4/7)
Parte Quarta: O oraculo das Flores",pt,"Serrano, Bento",Divination,BF,
31741,Text,23/03/2010,"O Oraculo do Passado, do presente e do Futuro (6/7)
Parte Sexta: O oraculo da Magica",pt,"Serrano, Bento",Divination,BF,PT Contos
31742,Text,23/03/2010,"O Oraculo do Passado, do presente e do Futuro (7/7)
Parte Setima: O oraculo dos Astros",pt,"Serrano, Bento",Divination,BF,
31747,Text,23/03/2010,"Sound Mind
Or, Contributions to the natural history and physiology of the human intellect",en,"Haslam, John, 1764-1844",Mental health; Intellect,BF; RA,
31749,Text,23/03/2010,"The Irish ecclesiastical record. Volume 1, Index",en,,Catholic Church -- Periodicals; Catholic Church -- Ireland -- Periodicals,BX,The Irish Ecclesiastical Record
31768,Text,25/03/2010,The Economic Functions of Vice,en,"McElroy, John, 1846-1929",Conduct of life,BJ,
31779,Text,25/03/2010,From Bondage to Liberty in Religion: A Spiritual Autobiography,en,"Ashley, George T. (George Thomas)","Unitarianism; Unitarians -- Biography; Ashley, George T. (George Thomas)",BX,
31791,Text,26/03/2010,Training the Teacher,en,"Brumbaugh, Martin Grove, 1862-1930; Lamoreaux, Antoinette Abernethy; Lawrance, Marion, 1850-1924; Schauffler, A. F. (Adolphus Frederick), 1845-1919",Sunday schools; Bible -- Study and teaching,BV,
31794,Text,27/03/2009,Naturalism and Religion,en,"Otto, Rudolf, 1869-1937; Morrison, William Douglas, 1852-1943 [Editor]; Thomson, J. Arthur (John Arthur), 1861-1933 [Translator]; Thomson, Margaret R. [Translator]",Religion and science; Naturalism,BL,
31796,Text,27/03/2010,"Logic, Inductive and Deductive",en,"Minto, William, 1845-1893",Logic,BC,Philosophy
31802,Text,28/03/2010,Η Νέα Διαθήκη : κατά το Βατικανό Χειρόγραφο,el,"Palles, Alexandros, 1851-1935 [Translator]",Bible. New Testament,BS,
31829,Text,30/03/2010,"A Translation of the New Testament from the original Greek
Humbly Attempted with a View to Assist the Unlearned with Clearer and More Explicit Views of the Mind of the Spirit in the Scriptures of Truth",en,"Haweis, Thomas, 1734-1820",Bible. New Testament,BS,
31848,Text,31/03/2010,"A Proposal for the Better Supplying of Churches in Our Foreign Plantations, and for Converting the Savage Americans to Christianity, By a College to Be Erected in the Summer Islands, Otherwise Called the Isles of Bermuda",en,"Berkeley, George, 1685-1753",Missions -- Bermuda Islands; Education -- Bermuda Islands,BV,
31872,Text,03/04/2010,"The Christian Church in These Islands before the Coming of Augustine
Three Lectures Delivered at St. Paul's in January 1894",en,"Browne, G. F. (George Forrest), 1833-1930",Great Britain -- Church history -- To 449,BR,
31875,Text,03/04/2010,An Introduction to the Study of Comparative Religion,en,"Jevons, F. B. (Frank Byron), 1858-1936",Religion,BL,
31876,Text,03/04/2010,The Christian View of the Old Testament,en,"Eiselen, Frederick Carl, 1872-1937","Bible. Old Testament -- Criticism, interpretation, etc.",BS,
31881,Text,04/04/2010,Cours de philosophie positive. (1/6),fr,"Comte, Auguste, 1798-1857",Positivism,B,"FR Philosophie, Religion et Morale"
31882,Text,04/04/2010,Cours de philosophie positive. (2/6),fr,"Comte, Auguste, 1798-1857",Positivism,B,"FR Philosophie, Religion et Morale"
31883,Text,04/04/2010,Cours de philosophie positive. (3/6),fr,"Comte, Auguste, 1798-1857",Positivism,B,"FR Philosophie, Religion et Morale"
31885,Text,04/04/2010,"Bible Myths and their Parallels in other Religions
Being a Comparison of the Old and New Testament Myths and Miracles with those of the Heathen Nations of Antiquity Considering also their Origin and Meaning",en,"Doane, T. W. (Thomas William), 1852-1885","Mythology; Bible -- Criticism, interpretation, etc.",BL,
31920,Text,08/04/2010,The Next Step in Religion: An Essay toward the Coming Renaissance,en,"Sellars, Roy Wood, 1880-1973",Religion; Christianity; Humanism -- History -- 20th century,BL,
31925,Text,08/04/2010,The London Pulpit,en,"Ritchie, J. Ewing (James Ewing), 1820-1898",Religious thought -- England -- London; London (England) -- Religion,BR,
31941,Text,11/04/2010,Rationalism,en,"Robertson, J. M. (John Mackinnon), 1856-1933",Rationalism,B,
31947,Text,11/04/2010,Cours de philosophie positive. (4/6),fr,"Comte, Auguste, 1798-1857",Positivism,B,"FR Philosophie, Religion et Morale"
31954,Text,11/04/2010,Noorsche mythen uit de Edda's en de sagen,nl,"Guerber, H. A. (Hélène Adeline), 1859-1929; Bergh van Eysinga, Henri van den, 1868-1920 [Editor]","Mythology, Norse",BL,
31960,Text,12/04/2010,The Covenanters of Damascus; A Hitherto Unknown Jewish Sect,en,"Moore, George Foot, 1851-1931",Judaism -- History -- To 70 A.D.; Jewish sects -- Syria -- Damascus,BM,
32006,Text,16/04/2010,Modern Substitutes for Christianity,en,"Muir, Pearson M'Adam, 1846-1924",Apologetics; Atheism; Pantheism; Theism; Positivism; Atheism -- History; Sects; Ethical culture movement; Cults; Apologetics -- History -- 20th century; Non-church-affiliated people,BL; BT,
32016,Text,17/04/2010,St. Paul's Epistle to the Ephesians: A Practical Exposition,en,"Gore, Charles, 1853-1932",Bible. Ephesians -- Commentaries,BS,
32072,Text,20/04/2010,Algumas lições de psicologia e pedologia,pt,"Ferreira, António Aurélio da Costa, 1879-1922",Child psychology; Educational psychology,BF; LB,
